NCBI,Name,FullName,FullNCBI
2809,unclassified_Clostridiaceae 3,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiaceae 3;F1__unclassified_Clostridiaceae 3,1;3;52;202;459;858;2809
2811,Caminicella,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiaceae 4;G__Caminicella,1;3;52;202;459;859;2811
870,Defluviitaleaceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Defluviitaleaceae,1;3;52;202;459;870
2856,Defluviitalea,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Defluviitaleaceae;G__Defluviitalea,1;3;52;202;459;870;2856
868,Clostridiales_Incertae Sedis XVIII,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XVIII,1;3;52;202;459;868
2854,Symbiobacterium,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XVIII;G__Symbiobacterium,1;3;52;202;459;868;2854
3007,Moorella,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Thermoanaerobacterales;F__Thermoanaerobacteraceae;G__Moorella,1;3;52;202;462;890;3007
3000,Caldanaerobacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Thermoanaerobacterales;F__Thermoanaerobacteraceae;G__Caldanaerobacter,1;3;52;202;462;890;3000
885,Anoxybacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Halanaerobiales;G__Anoxybacter,1;3;52;202;460;885
888,unclassified_Halanaerobiales,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Halanaerobiales;O1__unclassified_Halanaerobiales,1;3;52;202;460;888
461,Natranaerobiales,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Natranaerobiales,1;3;52;202;461
889,Natranaerobiaceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Natranaerobiales;F__Natranaerobiaceae,1;3;52;202;461;889
2997,unclassified_Natranaerobiaceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Natranaerobiales;F__Natranaerobiaceae;F1__unclassified_Natranaerobiaceae,1;3;52;202;461;889;2997
2749,Alloiococcus,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Lactobacillales;F__Carnobacteriaceae;G__Alloiococcus,1;3;52;201;457;848;2749
2753,Carnobacterium,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Lactobacillales;F__Carnobacteriaceae;G__Carnobacterium,1;3;52;201;457;848;2753
2721,unclassified_Staphylococcaceae,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Staphylococcaceae;F1__unclassified_Staphylococcaceae,1;3;52;201;456;843;2721
2622,Fictibacillus,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Bacillaceae 1;G__Fictibacillus,1;3;52;201;456;832;2622
2614,Aeribacillus,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Bacillaceae 1;G__Aeribacillus,1;3;52;201;456;832;2614
2696,Filibacter,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Planococcaceae;G__Filibacter,1;3;52;201;456;841;2696
2700,Paenisporosarcina,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Planococcaceae;G__Paenisporosarcina,1;3;52;201;456;841;2700
2665,Tuberibacillus,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Bacillaceae 2;G__Tuberibacillus,1;3;52;201;456;833;2665
2645,Oceanobacillus,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Bacillaceae 2;G__Oceanobacillus,1;3;52;201;456;833;2645
2712,Sporolactobacillaceae_incertae_sedis,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Sporolactobacillaceae;G__Sporolactobacillaceae_incertae_sedis,1;3;52;201;456;842;2712
834,Bacillales_Incertae Sedis X,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Bacillales_Incertae Sedis X,1;3;52;201;456;834
2669,Thermicanus,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Bacillales_Incertae Sedis X;G__Thermicanus,1;3;52;201;456;834;2669
838,Listeriaceae,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Listeriaceae,1;3;52;201;456;838
2679,Listeria,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Listeriaceae;G__Listeria,1;3;52;201;456;838;2679
840,Paenibacillaceae 2,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Paenibacillaceae 2,1;3;52;201;456;840
2690,Oxalophagus,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Paenibacillaceae 2;G__Oxalophagus,1;3;52;201;456;840;2690
844,Thermoactinomycetaceae 1,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Thermoactinomycetaceae 1,1;3;52;201;456;844
2723,Geothermomicrobium,R__root;D__Bacteria;P__Firmicutes;C__Bacilli;O__Bacillales;F__Thermoactinomycetaceae 1;G__Geothermomicrobium,1;3;52;201;456;844;2723
3022,Erysipelothrix,R__root;D__Bacteria;P__Firmicutes;C__Erysipelotrichia;O__Erysipelotrichales;F__Erysipelotrichaceae;G__Erysipelothrix,1;3;52;203;464;893;3022
3029,Sharpea,R__root;D__Bacteria;P__Firmicutes;C__Erysipelotrichia;O__Erysipelotrichales;F__Erysipelotrichaceae;G__Sharpea,1;3;52;203;464;893;3029
3054,Negativicoccus,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Negativicoccus,1;3;52;204;465;895;3054
3061,Sporolituus,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Sporolituus,1;3;52;204;465;895;3061
3057,Propionispira,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Propionispira,1;3;52;204;465;895;3057
3056,Pelosinus,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Pelosinus,1;3;52;204;465;895;3056
3033,Acidaminococcus,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Acidaminococcaceae;G__Acidaminococcus,1;3;52;204;465;894;3033
2604,Prosthecobacter,R__root;D__Bacteria;P__Verrucomicrobia;C__Verrucomicrobiae;O__Verrucomicrobiales;F__Verrucomicrobiaceae;G__Prosthecobacter,1;3;42;189;440;806;2604
435,unclassified_Spartobacteria,R__root;D__Bacteria;P__Verrucomicrobia;C__Spartobacteria;C1__unclassified_Spartobacteria,1;3;42;186;435
2590,Alterococcus,R__root;D__Bacteria;P__Verrucomicrobia;C__Opitutae;O__Opitutales;F__Opitutaceae;G__Alterococcus,1;3;42;185;429;803;2590
2597,unclassified_Puniceicoccaceae,R__root;D__Bacteria;P__Verrucomicrobia;C__Opitutae;O__Puniceicoccales;F__Puniceicoccaceae;F1__unclassified_Puniceicoccaceae,1;3;42;185;430;804;2597
431,unclassified_Opitutae,R__root;D__Bacteria;P__Verrucomicrobia;C__Opitutae;C1__unclassified_Opitutae,1;3;42;185;431
438,unclassified_Subdivision3,R__root;D__Bacteria;P__Verrucomicrobia;C__Subdivision3;C1__unclassified_Subdivision3,1;3;42;187;438
3352,Okibacterium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Microbacteriaceae;G__Okibacterium,1;3;18;123;294;514;1048;3111;3352
3330,Frigoribacterium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Microbacteriaceae;G__Frigoribacterium,1;3;18;123;294;514;1048;3111;3330
3105,Demequinaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Demequinaceae,1;3;18;123;294;514;1048;3105
3269,Demequina,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Demequinaceae;G__Demequina,1;3;18;123;294;514;1048;3105;3269
3216,Gordonia,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Nocardiaceae;G__Gordonia,1;3;18;123;294;514;1043;3087;3216
3089,Tsukamurellaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Tsukamurellaceae,1;3;18;123;294;514;1043;3089
3225,Tsukamurella,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Tsukamurellaceae;G__Tsukamurella,1;3;18;123;294;514;1043;3089;3225
3437,Friedmanniella,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Propionibacterineae;F__Propionibacteriaceae;G__Friedmanniella,1;3;18;123;294;514;1050;3121;3437
3442,Micropruina,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Propionibacterineae;F__Propionibacteriaceae;G__Micropruina,1;3;18;123;294;514;1050;3121;3442
3445,Propionicicella,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Propionibacterineae;F__Propionibacteriaceae;G__Propionicicella,1;3;18;123;294;514;1050;3121;3445
3494,Thermobifida,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Streptosporangineae;F__Nocardiopsaceae;G__Thermobifida,1;3;18;123;294;514;1053;3126;3494
3495,unclassified_Nocardiopsaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Streptosporangineae;F__Nocardiopsaceae;F1__unclassified_Nocardiopsaceae,1;3;18;123;294;514;1053;3126;3495
3130,unclassified_Streptosporangineae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Streptosporangineae;O2__unclassified_Streptosporangineae,1;3;18;123;294;514;1053;3130
3422,Verrucosispora,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micromonosporineae;F__Micromonosporaceae;G__Verrucosispora,1;3;18;123;294;514;1049;3119;3422
3418,Rhizocola,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micromonosporineae;F__Micromonosporaceae;G__Rhizocola,1;3;18;123;294;514;1049;3119;3418
1042,Catenulisporineae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Catenulisporineae,1;3;18;123;294;514;1042
3082,Catenulisporaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Catenulisporineae;F__Catenulisporaceae,1;3;18;123;294;514;1042;3082
3206,Catenulispora,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Catenulisporineae;F__Catenulisporaceae;G__Catenulispora,1;3;18;123;294;514;1042;3082;3206
3522,Cryptobacterium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Coriobacteridae;O__Coriobacteriales;O1__Coriobacterineae;F__Coriobacteriaceae;G__Cryptobacterium,1;3;18;123;295;517;1056;3140;3522
3192,unclassified_Iamiaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Acidimicrobidae;O__Acidimicrobiales;O1__Acidimicrobineae;F__Iamiaceae;F1__unclassified_Iamiaceae,1;3;18;123;293;513;1039;3077;3192
1064,unclassified_Solirubrobacterales,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Rubrobacteridae;O__Solirubrobacterales;O1__unclassified_Solirubrobacterales,1;3;18;123;297;523;1064
668,Bacteriovoracaceae,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Bdellovibrionales;F__Bacteriovoracaceae,1;3;36;175;381;668
2050,Halobacteriovorax,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Bdellovibrionales;F__Bacteriovoracaceae;G__Halobacteriovorax,1;3;36;175;381;668;2050
2052,unclassified_Bacteriovoracaceae,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Bdellovibrionales;F__Bacteriovoracaceae;F1__unclassified_Bacteriovoracaceae,1;3;36;175;381;668;2052
679,Desulfohalobiaceae,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfovibrionales;F__Desulfohalobiaceae,1;3;36;175;386;679
2092,Desulfohalobium,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfovibrionales;F__Desulfohalobiaceae;G__Desulfohalobium,1;3;36;175;386;679;2092
2075,Desulfonatronobacter,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfobacterales;F__Desulfobacteraceae;G__Desulfonatronobacter,1;3;36;175;385;676;2075
2069,Desulfocella,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfobacterales;F__Desulfobacteraceae;G__Desulfocella,1;3;36;175;385;676;2069
677,Desulfobulbaceae,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfobacterales;F__Desulfobulbaceae,1;3;36;175;385;677
2083,Desulfobulbus,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfobacterales;F__Desulfobulbaceae;G__Desulfobulbus,1;3;36;175;385;677;2083
2091,unclassified_Desulfobulbaceae,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfobacterales;F__Desulfobulbaceae;F1__unclassified_Desulfobulbaceae,1;3;36;175;385;677;2091
2122,unclassified_Cystobacterineae,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Myxococcales;O1__Cystobacterineae;O2__unclassified_Cystobacterineae,1;3;36;175;389;688;2122
685,Desulfuromonadaceae,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfuromonadales;F__Desulfuromonadaceae,1;3;36;175;388;685
2112,Pelobacter,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfuromonadales;F__Desulfuromonadaceae;G__Pelobacter,1;3;36;175;388;685;2112
2136,unclassified_Syntrophaceae,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Syntrophobacterales;F__Syntrophaceae;F1__unclassified_Syntrophaceae,1;3;36;175;390;693;2136
2472,Thiopseudomonas,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pseudomonadales;F__Pseudomonadaceae;G__Thiopseudomonas,1;3;36;177;411;771;2472
2470,Rhizobacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pseudomonadales;F__Pseudomonadaceae;G__Rhizobacter,1;3;36;177;411;771;2470
2462,Psychrobacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pseudomonadales;F__Moraxellaceae;G__Psychrobacter,1;3;36;177;411;770;2462
2183,Hafnia,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Enterobacteriales;F__Enterobacteriaceae;G__Hafnia,1;3;36;177;396;702;2183
2187,Leclercia,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Enterobacteriales;F__Enterobacteriaceae;G__Leclercia,1;3;36;177;396;702;2187
2212,Siccibacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Enterobacteriales;F__Enterobacteriaceae;G__Siccibacter,1;3;36;177;396;702;2212
2509,Luteibacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Xanthomonadaceae;G__Luteibacter,1;3;36;177;413;781;2509
2510,Luteimonas,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Xanthomonadaceae;G__Luteimonas,1;3;36;177;413;781;2510
2500,Aquimonas,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Xanthomonadaceae;G__Aquimonas,1;3;36;177;413;781;2500
782,unclassified_Xanthomonadales,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;O1__unclassified_Xanthomonadales,1;3;36;177;413;782
732,Candidatus Carsonella,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Gammaproteobacteria_incertae_sedis;G__Candidatus Carsonella,1;3;36;177;405;732
738,Halioglobus,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Gammaproteobacteria_incertae_sedis;G__Halioglobus,1;3;36;177;405;738
2366,Methyloparacoccus,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Methylococcales;F__Methylococcaceae;G__Methyloparacoccus,1;3;36;177;407;758;2366
760,Alcanivoracaceae,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Oceanospirillales;F__Alcanivoracaceae,1;3;36;177;408;760
2376,Alcanivorax,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Oceanospirillales;F__Alcanivoracaceae;G__Alcanivorax,1;3;36;177;408;760;2376
2377,Kangiella,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Oceanospirillales;F__Alcanivoracaceae;G__Kangiella,1;3;36;177;408;760;2377
761,Hahellaceae,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Oceanospirillales;F__Hahellaceae,1;3;36;177;408;761
2381,Kistimonas,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Oceanospirillales;F__Hahellaceae;G__Kistimonas,1;3;36;177;408;761;2381
765,Oceanospirillales_incertae_sedis,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Oceanospirillales;F__Oceanospirillales_incertae_sedis,1;3;36;177;408;765
2423,Pseudohongiella,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Oceanospirillales;F__Oceanospirillales_incertae_sedis;G__Pseudohongiella,1;3;36;177;408;765;2423
2432,Aggregatibacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pasteurellales;F__Pasteurellaceae;G__Aggregatibacter,1;3;36;177;410;769;2432
709,Succinivibrionaceae,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Aeromonadales;F__Succinivibrionaceae,1;3;36;177;400;709
2244,Succinivibrio,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Aeromonadales;F__Succinivibrionaceae;G__Succinivibrio,1;3;36;177;400;709;2244
726,Ectothiorhodospiraceae,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Chromatiales;F__Ectothiorhodospiraceae,1;3;36;177;404;726
2323,Acidiferrobacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Chromatiales;F__Ectothiorhodospiraceae;G__Acidiferrobacter,1;3;36;177;404;726;2323
728,Halothiobacillaceae,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Chromatiales;F__Halothiobacillaceae,1;3;36;177;404;728
2344,Halothiobacillus,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Chromatiales;F__Halothiobacillaceae;G__Halothiobacillus,1;3;36;177;404;728;2344
777,Thiotrichales_incertae_sedis,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Thiotrichales;F__Thiotrichales_incertae_sedis,1;3;36;177;412;777
2489,Fangia,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Thiotrichales;F__Thiotrichales_incertae_sedis;G__Fangia,1;3;36;177;412;777;2489
2259,Marinobacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Alteromonadales;F__Alteromonadaceae;G__Marinobacter,1;3;36;177;401;711;2259
1940,Polaromonas,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Burkholderiales;F__Comamonadaceae;G__Polaromonas,1;3;36;174;369;653;1940
1945,Roseateles,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Burkholderiales;F__Comamonadaceae;G__Roseateles,1;3;36;174;369;653;1945
1926,Delftia,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Burkholderiales;F__Comamonadaceae;G__Delftia,1;3;36;174;369;653;1926
1892,Burkholderia,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Burkholderiales;F__Burkholderiaceae;G__Burkholderia,1;3;36;174;369;651;1892
1896,Limnobacter,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Burkholderiales;F__Burkholderiaceae;G__Limnobacter,1;3;36;174;369;651;1896
1969,unclassified_Oxalobacteraceae,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Burkholderiales;F__Oxalobacteraceae;F1__unclassified_Oxalobacteraceae,1;3;36;174;369;654;1969
2010,Morococcus,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Neisseriales;F__Neisseriaceae;G__Morococcus,1;3;36;174;376;662;2010
1997,Chromobacterium,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Neisseriales;F__Neisseriaceae;G__Chromobacterium,1;3;36;174;376;662;1997
2032,Denitratisoma,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Rhodocyclales;F__Rhodocyclaceae;G__Denitratisoma,1;3;36;174;378;666;2032
372,Ferrovales,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Ferrovales,1;3;36;174;372
658,Ferrovaceae,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Ferrovales;F__Ferrovaceae,1;3;36;174;372;658
1974,Ferrovum,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Ferrovales;F__Ferrovaceae;G__Ferrovum,1;3;36;174;372;658;1974
2023,Nitrosomonas,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Nitrosomonadales;F__Nitrosomonadaceae;G__Nitrosomonas,1;3;36;174;377;663;2023
2047,Sulfuriferula,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Sulfuricellales;F__Sulfuricellaceae;G__Sulfuriferula,1;3;36;174;379;667;2047
622,Bradyrhizobiaceae,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Bradyrhizobiaceae,1;3;36;173;360;622
1544,Bradyrhizobium,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Bradyrhizobiaceae;G__Bradyrhizobium,1;3;36;173;360;622;1544
1551,unclassified_Bradyrhizobiaceae,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Bradyrhizobiaceae;F1__unclassified_Bradyrhizobiaceae,1;3;36;173;360;622;1551
626,Methylobacteriaceae,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Methylobacteriaceae,1;3;36;173;360;626
1578,Methylobacterium,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Methylobacteriaceae;G__Methylobacterium,1;3;36;173;360;626;1578
1749,Thalassobius,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhodobacterales;F__Rhodobacteraceae;G__Thalassobius,1;3;36;173;361;635;1749
1698,Paracoccus,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhodobacterales;F__Rhodobacteraceae;G__Paracoccus,1;3;36;173;361;635;1698
363,Rickettsiales,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rickettsiales,1;3;36;173;363
641,Anaplasmataceae,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rickettsiales;F__Anaplasmataceae,1;3;36;173;363;641
1833,Anaplasma,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rickettsiales;F__Anaplasmataceae;G__Anaplasma,1;3;36;173;363;641;1833
642,Rickettsiaceae,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rickettsiales;F__Rickettsiaceae,1;3;36;173;363;642
1838,Rickettsia,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rickettsiales;F__Rickettsiaceae;G__Rickettsia,1;3;36;173;363;642;1838
698,Campylobacteraceae,R__root;D__Bacteria;P__Proteobacteria;C__Epsilonproteobacteria;O__Campylobacterales;F__Campylobacteraceae,1;3;36;176;393;698
2147,Campylobacter,R__root;D__Bacteria;P__Proteobacteria;C__Epsilonproteobacteria;O__Campylobacterales;F__Campylobacteraceae;G__Campylobacter,1;3;36;176;393;698;2147
2151,Helicobacter,R__root;D__Bacteria;P__Proteobacteria;C__Epsilonproteobacteria;O__Campylobacterales;F__Helicobacteraceae;G__Helicobacter,1;3;36;176;393;699;2151
